head,relation,tail
location_7879_6463,produces,solar_energy
location_13825_7291,produces,solar_energy
location_8242_9209,produces,solar_energy
location_8634_278,hasSolarPotential,255.0
location_5526_6875,hasSolarPotential,255.0
location_7705_790,produces,solar_energy
location_9500_1020,hasSolarPotential,255.0
location_9038_7820,hasSolarPotential,226.0
location_6378_8338,hasSolarPotential,255.0
location_8154_4332,produces,solar_energy
location_4290_1262,hasSolarPotential,255.0
location_715_5907,hasSolarPotential,255.0
location_7384_6733,produces,solar_energy
location_1150_8149,hasSolarPotential,255.0
location_12445_7252,hasSolarPotential,255.0
location_11493_3266,produces,solar_energy
location_5060_3373,hasSolarPotential,255.0
location_8948_9426,produces,solar_energy
location_13917_4326,produces,solar_energy
location_13212_7185,hasSolarPotential,255.0
location_2947_5146,produces,solar_energy
location_8032_4979,produces,solar_energy
location_12576_4230,produces,solar_energy
location_9446_4834,hasSolarPotential,255.0
location_7989_1250,produces,solar_energy
location_3847_3718,hasSolarPotential,255.0
location_1369_6074,hasSolarPotential,207.0
location_1999_879,hasSolarPotential,255.0
location_2293_5342,hasSolarPotential,215.0
location_1302_5220,produces,solar_energy
location_6807_2493,hasSolarPotential,255.0
location_4473_1933,produces,solar_energy
location_7961_2342,produces,solar_energy
location_2264_68,hasSolarPotential,255.0
location_10186_436,hasSolarPotential,255.0
location_5733_5840,produces,solar_energy
location_13893_1088,produces,solar_energy
location_5369_4347,produces,solar_energy
location_6890_1431,hasSolarPotential,255.0
location_2699_4388,hasSolarPotential,255.0
location_12592_6062,produces,solar_energy
location_9752_8899,hasSolarPotential,255.0
location_13474_1012,produces,solar_energy
location_2098_803,produces,solar_energy
location_8348_2149,produces,solar_energy
location_8638_8005,produces,solar_energy
location_6803_3029,produces,solar_energy
location_9050_5441,produces,solar_energy
location_3445_8130,produces,solar_energy
location_5289_1623,produces,solar_energy
location_13728_1514,hasSolarPotential,250.0
location_3234_8125,produces,solar_energy
location_13605_5134,hasSolarPotential,255.0
location_7732_4528,produces,solar_energy
location_11217_3287,hasSolarPotential,255.0
location_8137_8914,hasSolarPotential,255.0
location_9568_6802,hasSolarPotential,255.0
location_9029_8614,hasSolarPotential,217.0
location_12636_7263,hasSolarPotential,255.0
location_5843_7897,hasSolarPotential,255.0
location_9234_7098,hasSolarPotential,255.0
location_9944_3692,hasSolarPotential,255.0
location_5109_1378,produces,solar_energy
location_170_3033,hasSolarPotential,255.0
location_10078_978,hasSolarPotential,255.0
location_13667_809,hasSolarPotential,255.0
location_362_5368,produces,solar_energy
location_6388_1435,hasSolarPotential,255.0
location_3073_1506,produces,solar_energy
location_13194_2943,produces,solar_energy
location_11923_8095,hasSolarPotential,255.0
location_2004_7629,hasSolarPotential,255.0
location_7668_4826,produces,solar_energy
location_13627_7079,hasSolarPotential,255.0
location_5819_5015,hasSolarPotential,255.0
location_5088_2961,produces,solar_energy
location_4140_1086,hasSolarPotential,255.0
location_11220_1522,produces,solar_energy
location_1288_4743,produces,solar_energy
location_6281_3453,produces,solar_energy
location_8831_5644,hasSolarPotential,255.0
location_9650_4946,produces,solar_energy
location_4980_6070,produces,solar_energy
location_12137_6742,hasSolarPotential,255.0
location_10518_702,produces,solar_energy
location_10321_9285,hasSolarPotential,255.0
location_3118_5025,hasSolarPotential,180.0
location_2885_7731,hasSolarPotential,255.0
location_13894_6846,hasSolarPotential,255.0
location_6611_4462,produces,solar_energy
location_9199_2519,produces,solar_energy
location_9767_4138,produces,solar_energy
location_12409_3702,produces,solar_energy
location_3539_4927,hasSolarPotential,255.0
location_11952_1003,produces,solar_energy
location_2824_4281,hasSolarPotential,255.0
location_6875_6904,produces,solar_energy
location_12294_1274,hasSolarPotential,255.0
location_2637_1809,produces,solar_energy
location_6297_9417,produces,solar_energy
location_10991_6514,produces,solar_energy
location_11352_1647,produces,solar_energy
location_406_2412,produces,solar_energy
location_4758_5037,produces,solar_energy
location_5848_7235,hasSolarPotential,255.0
location_10455_4360,produces,solar_energy
location_8107_3042,hasSolarPotential,255.0
location_13112_1216,hasSolarPotential,255.0
location_13876_2184,hasSolarPotential,255.0
location_94_8238,hasSolarPotential,255.0
location_5420_2900,produces,solar_energy
location_3369_1819,produces,solar_energy
location_864_5198,hasSolarPotential,155.0
location_9568_6802,produces,solar_energy
location_342_1032,produces,solar_energy
location_13405_7206,hasSolarPotential,255.0
location_1278_8323,produces,solar_energy
location_9357_438,hasSolarPotential,255.0
location_1635_7855,produces,solar_energy
location_5062_742,hasSolarPotential,255.0
location_3455_680,hasSolarPotential,255.0
location_619_6023,produces,solar_energy
location_3368_5304,produces,solar_energy
location_12241_6063,hasSolarPotential,242.0
location_5666_2856,hasSolarPotential,255.0
location_13848_963,hasSolarPotential,255.0
location_1894_7923,hasSolarPotential,255.0
location_11831_4318,produces,solar_energy
location_12181_2483,produces,solar_energy
location_9796_8815,hasSolarPotential,255.0
location_4309_559,hasSolarPotential,255.0
location_7643_2941,hasSolarPotential,255.0
location_109_6270,hasSolarPotential,255.0
location_6550_9133,hasSolarPotential,255.0
location_229_5427,produces,solar_energy
location_9030_3826,produces,solar_energy
location_2377_6744,hasSolarPotential,215.0
location_7819_3931,produces,solar_energy
location_12002_2450,produces,solar_energy
location_7030_3137,hasSolarPotential,255.0
location_275_8483,produces,solar_energy
location_11923_8166,produces,solar_energy
location_1388_8764,produces,solar_energy
location_5177_2068,produces,solar_energy
location_6247_250,produces,solar_energy
location_7004_5464,produces,solar_energy
location_9363_3594,hasSolarPotential,255.0
location_3554_3055,produces,solar_energy
location_5319_8831,produces,solar_energy
location_13698_1391,produces,solar_energy
location_5668_3951,hasSolarPotential,255.0
location_7424_8933,produces,solar_energy
location_746_4911,produces,solar_energy
location_7029_7743,hasSolarPotential,233.0
location_11783_5787,produces,solar_energy
location_1520_5902,produces,solar_energy
location_13245_363,produces,solar_energy
location_6386_1908,hasSolarPotential,255.0
location_7490_7261,produces,solar_energy
location_3822_1057,hasSolarPotential,255.0
location_7670_6390,hasSolarPotential,255.0
location_3594_4582,hasSolarPotential,255.0
location_10032_2938,produces,solar_energy
location_13410_3824,produces,solar_energy
location_6522_5871,produces,solar_energy
location_11846_6179,hasSolarPotential,242.0
location_12393_7677,hasSolarPotential,255.0
location_7172_8066,hasSolarPotential,241.0
location_9516_6240,hasSolarPotential,255.0
location_9799_1411,hasSolarPotential,255.0
location_610_1168,produces,solar_energy
location_6755_6001,hasSolarPotential,255.0
location_12798_7131,produces,solar_energy
location_4246_5973,hasSolarPotential,255.0
location_3215_2048,produces,solar_energy
location_1854_2211,hasSolarPotential,255.0
location_6561_6677,produces,solar_energy
location_11713_368,produces,solar_energy
location_2926_2551,produces,solar_energy
location_7084_8057,produces,solar_energy
location_11438_8784,produces,solar_energy
location_10516_6836,hasSolarPotential,226.0
location_12505_1931,produces,solar_energy
location_11050_3125,produces,solar_energy
location_12938_2867,produces,solar_energy
location_4429_2480,hasSolarPotential,255.0
location_6749_7196,produces,solar_energy
location_10340_6492,hasSolarPotential,255.0
location_2250_2563,produces,solar_energy
location_9323_2286,hasSolarPotential,255.0
location_12491_6237,hasSolarPotential,242.0
location_4134_9338,hasSolarPotential,255.0
location_5252_3037,hasSolarPotential,255.0
location_11712_4518,produces,solar_energy
location_5322_2158,produces,solar_energy
location_7639_7769,produces,solar_energy
location_7718_1416,produces,solar_energy
location_3075_270,hasSolarPotential,255.0
location_8915_356,produces,solar_energy
location_11868_8830,produces,solar_energy
location_1403_1560,produces,solar_energy
location_6771_5309,hasSolarPotential,255.0
location_7058_6732,produces,solar_energy
location_114_7196,produces,solar_energy
location_12237_3140,produces,solar_energy
location_3008_2514,produces,solar_energy
location_937_5806,produces,solar_energy
location_6533_1534,produces,solar_energy
location_2595_6745,hasSolarPotential,220.0
location_9282_6855,hasSolarPotential,255.0
location_2276_5352,produces,solar_energy
location_8376_2710,produces,solar_energy
location_13224_7143,produces,solar_energy
location_6908_9018,hasSolarPotential,255.0
location_8095_3406,produces,solar_energy
location_255_2907,produces,solar_energy
location_5295_6111,produces,solar_energy
location_6471_6583,hasSolarPotential,250.0
location_13164_2301,hasSolarPotential,255.0
location_245_6069,produces,solar_energy
location_12532_1460,produces,solar_energy
location_7371_7497,hasSolarPotential,219.0
location_12113_835,produces,solar_energy
location_2542_1052,hasSolarPotential,206.0
location_418_8194,produces,solar_energy
location_1989_4923,produces,solar_energy
location_4207_3598,hasSolarPotential,255.0
location_374_1001,hasSolarPotential,255.0
location_5258_893,hasSolarPotential,255.0
location_9877_3899,hasSolarPotential,255.0
location_10333_642,produces,solar_energy
location_3188_226,hasSolarPotential,255.0
location_6541_4786,hasSolarPotential,255.0
location_3122_2873,hasSolarPotential,255.0
location_5152_4594,hasSolarPotential,255.0
location_159_8043,produces,solar_energy
location_12377_8095,hasSolarPotential,255.0
location_10879_1001,hasSolarPotential,255.0
location_7224_6607,hasSolarPotential,255.0
location_3114_4918,hasSolarPotential,255.0
location_5886_5021,produces,solar_energy
location_9901_2262,hasSolarPotential,255.0
location_6262_2829,produces,solar_energy
location_7234_4115,produces,solar_energy
location_8606_861,hasSolarPotential,255.0
location_12981_309,produces,solar_energy
location_6949_4411,hasSolarPotential,255.0
location_8265_8369,hasSolarPotential,242.0
location_8290_1507,hasSolarPotential,255.0
location_8023_4209,hasSolarPotential,255.0
location_14092_7415,hasSolarPotential,255.0
location_9315_2776,hasSolarPotential,255.0
location_6694_5273,hasSolarPotential,255.0
location_11709_5357,produces,solar_energy
location_1586_7271,produces,solar_energy
location_1560_7363,produces,solar_energy
location_1508_5444,produces,solar_energy
location_10038_7329,produces,solar_energy
location_9100_4088,produces,solar_energy
location_9800_8626,hasSolarPotential,252.0
location_3322_7867,produces,solar_energy
location_3635_4823,produces,solar_energy
location_12845_1829,produces,solar_energy
location_1410_1631,hasSolarPotential,255.0
location_7926_8394,hasSolarPotential,200.0
location_3946_5021,hasSolarPotential,220.0
location_10776_7764,hasSolarPotential,242.0
location_2815_5748,produces,solar_energy
location_7320_1085,produces,solar_energy
location_3350_1166,hasSolarPotential,245.0
location_9009_2568,produces,solar_energy
location_12040_65,hasSolarPotential,255.0
location_14096_5811,produces,solar_energy
location_3954_6065,produces,solar_energy
location_1969_6161,produces,solar_energy
location_8411_4943,produces,solar_energy
location_5216_2772,hasSolarPotential,255.0
location_7580_7606,produces,solar_energy
location_10534_8194,hasSolarPotential,221.0
location_3543_257,produces,solar_energy
location_4163_416,produces,solar_energy
location_366_8368,produces,solar_energy
location_10958_4534,produces,solar_energy
location_12534_2449,hasSolarPotential,255.0
location_11270_4011,produces,solar_energy
location_13164_2301,produces,solar_energy
location_8859_7878,hasSolarPotential,225.0
location_2443_3395,produces,solar_energy
location_12975_5165,produces,solar_energy
location_6062_4617,hasSolarPotential,255.0
location_71_7530,produces,solar_energy
location_6894_7678,hasSolarPotential,159.0
location_8885_7493,hasSolarPotential,243.0
location_7591_6306,produces,solar_energy
location_11336_5828,hasSolarPotential,226.0
location_13953_6620,hasSolarPotential,255.0
location_833_6883,produces,solar_energy
location_9247_384,produces,solar_energy
location_8857_8300,hasSolarPotential,226.0
location_7861_3251,produces,solar_energy
location_5381_1285,hasSolarPotential,255.0
location_8455_1948,produces,solar_energy
location_1478_9400,produces,solar_energy
location_13910_3518,produces,solar_energy
location_6661_8711,produces,solar_energy
location_62_7895,produces,solar_energy
location_5924_819,produces,solar_energy
location_12163_8353,produces,solar_energy
location_13950_4025,hasSolarPotential,255.0
location_1196_6053,produces,solar_energy
location_1821_7244,produces,solar_energy
location_4009_3765,produces,solar_energy
location_4758_5037,hasSolarPotential,255.0
location_871_862,hasSolarPotential,255.0
location_1977_2388,produces,solar_energy
location_742_2057,hasSolarPotential,240.0
location_36_7436,hasSolarPotential,255.0
location_10224_9289,hasSolarPotential,255.0
location_4489_3235,produces,solar_energy
location_5230_917,hasSolarPotential,255.0
location_12479_8660,hasSolarPotential,255.0
location_1525_287,produces,solar_energy
location_8160_4902,produces,solar_energy
location_13406_4767,hasSolarPotential,255.0
location_6584_95,hasSolarPotential,255.0
location_13168_6944,produces,solar_energy
location_9578_1500,hasSolarPotential,255.0
